config,instance,seed,score,segments,time_s,GA+LS,improvement
Intensiv,canada_pw,10,4761,45,159.65,4784,23
Balancuar,canada_pw,1,4774,45,224.85,4775,1
Balancuar,canada_pw,2,4763,45,189.22,4775,12
Balancuar,canada_pw,3,4776,45,221.94,4780,4
Balancuar,canada_pw,4,4777,45,281.22,4782,5
Balancuar,canada_pw,5,4782,45,202.8,4784,2
Balancuar,canada_pw,6,4747,45,201.04,4771,24
Balancuar,canada_pw,7,4759,45,229.27,4782,23
Balancuar,canada_pw,8,4764,45,194.19,4784,20
Balancuar,canada_pw,9,4748,45,249.58,4771,23
Balancuar,canada_pw,10,4761,45,237.06,4784,23
Default,china_pw,1,2965,41,299.77,2990,25
Default,china_pw,2,3024,41,299.74,3030,6
Default,china_pw,3,2991,41,299.5,3011,20
Default,china_pw,4,3086,42,299.51,3089,3
Default,china_pw,5,3068,42,299.52,3088,20
Default,china_pw,6,3097,42,299.52,3108,11
Default,china_pw,7,3037,41,299.79,3101,64
Default,china_pw,8,3062,41,299.46,3097,35
Default,china_pw,9,2989,40,299.78,2996,7
Default,china_pw,10,3062,41,299.47,3107,45
Explorues,china_pw,1,2956,41,299.55,3019,63
Explorues,china_pw,2,2992,41,299.48,3012,20
Explorues,china_pw,3,2987,41,299.44,3012,25
Explorues,china_pw,4,3045,41,299.53,3107,62
Explorues,china_pw,5,2987,41,299.55,3012,25
Explorues,china_pw,6,3104,42,299.45,3107,3
Explorues,china_pw,7,2992,41,299.5,3012,20
Explorues,china_pw,8,3045,41,299.51,3107,62
Explorues,china_pw,9,3100,42,299.48,3107,7
Explorues,china_pw,10,3030,41,299.46,3092,62
Intensiv,china_pw,1,3015,42,267.68,3019,4
Intensiv,china_pw,2,3097,42,285.75,3107,10
Intensiv,china_pw,3,2992,41,268.46,3012,20
Intensiv,china_pw,4,3007,41,281.99,3012,5
Intensiv,china_pw,5,2887,40,254.36,2894,7
Intensiv,china_pw,6,3103,42,288.16,3108,5
Intensiv,china_pw,7,2987,41,278.97,3012,25
Intensiv,china_pw,8,3104,42,268.39,3107,3
Intensiv,china_pw,9,3097,42,275.33,3107,10
Intensiv,china_pw,10,3104,42,273.61,3107,3
Balancuar,china_pw,1,3015,42,299.45,3019,4
Balancuar,china_pw,2,3101,42,299.47,3107,6
Balancuar,china_pw,3,3100,42,296.63,3107,7
Balancuar,china_pw,4,3010,41,299.52,3012,2
Balancuar,china_pw,5,3104,42,282.01,3107,3
Balancuar,china_pw,6,3103,42,292.41,3108,5
Balancuar,china_pw,7,2987,41,299.59,3012,25
Balancuar,china_pw,8,3104,42,299.51,3107,3
Balancuar,china_pw,9,2989,40,299.5,2996,7
Balancuar,china_pw,10,3101,42,299.48,3108,7
Default,croatia_tv,1,2208,25,19.84,2220,12
Default,croatia_tv,2,2208,25,21.29,2220,12
Default,croatia_tv,3,2208,25,21.15,2220,12
Default,croatia_tv,4,2208,25,21.2,2220,12
Default,croatia_tv,5,2208,25,21.78,2220,12
Default,croatia_tv,6,2208,25,26.93,2220,12
Default,croatia_tv,7,2208,25,26.33,2220,12
Default,croatia_tv,8,2208,25,26.79,2220,12
Default,croatia_tv,9,2208,25,25.08,2220,12
Default,croatia_tv,10,2208,25,26.45,2220,12
Explorues,croatia_tv,1,2208,25,50.62,2220,12
Explorues,croatia_tv,2,2208,25,42.07,2220,12
Explorues,croatia_tv,3,2208,25,36.2,2220,12
Explorues,croatia_tv,4,2208,25,41.21,2220,12
Explorues,croatia_tv,5,2208,25,59.55,2220,12
Explorues,croatia_tv,6,2208,25,91.79,2220,12
Explorues,croatia_tv,7,2208,25,109.06,2220,12
Explorues,croatia_tv,8,2208,25,121.21,2220,12
Explorues,croatia_tv,9,2208,25,55.35,2220,12
Explorues,croatia_tv,10,2208,25,52.27,2220,12
Intensiv,croatia_tv,1,2208,25,14.06,2220,12
Intensiv,croatia_tv,2,2208,25,13,2220,12
Intensiv,croatia_tv,3,2208,25,15.15,2220,12
Intensiv,croatia_tv,4,2208,25,13.89,2220,12
Intensiv,croatia_tv,5,2208,25,14.26,2220,12
Intensiv,croatia_tv,6,2208,25,14.56,2220,12
Intensiv,croatia_tv,7,2208,25,13.17,2220,12
Intensiv,croatia_tv,8,2208,25,13.38,2220,12
Intensiv,croatia_tv,9,2208,25,13.71,2220,12
Intensiv,croatia_tv,10,2208,25,15.09,2220,12
Balancuar,croatia_tv,1,2208,25,25.17,2220,12
Balancuar,croatia_tv,2,2208,25,22.59,2220,12
Balancuar,croatia_tv,3,2208,25,23.15,2220,12
Balancuar,croatia_tv,4,2208,25,23.01,2220,12
Balancuar,croatia_tv,5,2208,25,23.81,2220,12
Balancuar,croatia_tv,6,2208,25,24.13,2220,12
Balancuar,croatia_tv,7,2208,25,21.21,2220,12
Balancuar,croatia_tv,8,2208,25,20.61,2220,12
Balancuar,croatia_tv,9,2208,25,22.47,2220,12
Balancuar,croatia_tv,10,2208,25,21.82,2220,12
Default,france_iptv,1,4334,46,299.46,4345,11
Default,france_iptv,2,4331,46,299.43,4345,14
Default,france_iptv,3,4344,47,299.49,4380,36
Default,france_iptv,4,4307,46,299.46,4337,30
Default,france_iptv,5,4304,46,299.47,4337,33
Default,france_iptv,6,4296,46,299.45,4338,42
Default,france_iptv,7,4306,46,299.54,4338,32
Default,france_iptv,8,4310,46,299.5,4344,34
Default,france_iptv,9,4325,46,299.47,4338,13
Default,france_iptv,10,4313,46,299.51,4338,25
Explorues,france_iptv,1,4289,46,299.48,4337,48
Explorues,france_iptv,2,4303,46,299.49,4345,42
Explorues,france_iptv,3,4305,46,299.54,4344,39
Explorues,france_iptv,4,4291,46,299.47,4343,52
Explorues,france_iptv,5,4320,46,299.47,4336,16
Explorues,france_iptv,6,4290,46,299.44,4343,53
Explorues,france_iptv,7,4307,46,299.46,4339,32
Explorues,france_iptv,8,4290,46,299.49,4336,46
Explorues,france_iptv,9,4321,46,299.47,4335,14
Explorues,france_iptv,10,4314,46,299.51,4345,31
Intensiv,france_iptv,1,4320,46,234.67,4344,24
Intensiv,france_iptv,2,4331,46,299.51,4345,14
Intensiv,france_iptv,3,4312,46,246.76,4337,25
Intensiv,france_iptv,4,4310,46,237.99,4344,34
Intensiv,france_iptv,5,4305,46,229.73,4338,33
Intensiv,france_iptv,6,4312,46,245.48,4337,25
Intensiv,france_iptv,7,4303,46,236.48,4337,34
Intensiv,france_iptv,8,4305,46,294.91,4338,33
Intensiv,france_iptv,9,4314,46,260.29,4345,31
Intensiv,france_iptv,10,4311,46,280.27,4338,27
Balancuar,france_iptv,1,4340,46,299.54,4345,5
Balancuar,france_iptv,2,4333,46,299.47,4344,11
Balancuar,france_iptv,3,4288,46,299.46,4338,50
Balancuar,france_iptv,4,4319,46,299.49,4349,30
Balancuar,france_iptv,5,4310,46,299.56,4345,35
Balancuar,france_iptv,6,4315,46,299.51,4344,29
Balancuar,france_iptv,7,4332,46,299.52,4338,6
Balancuar,france_iptv,8,4308,46,299.49,4339,31
Balancuar,france_iptv,9,4340,46,299.51,4345,5
Balancuar,france_iptv,10,4334,46,299.46,4348,14
Default,germany_tv,1,1608,28,6.1,1641,33
Default,germany_tv,2,1608,28,7.48,1641,33
Default,germany_tv,3,1608,28,7.23,1641,33
Default,germany_tv,4,1620,27,7.21,1641,21
Default,germany_tv,5,1618,28,9.54,1641,23
Default,germany_tv,6,1608,28,6.47,1641,33
Default,germany_tv,7,1618,28,7.78,1641,23
Default,germany_tv,8,1613,28,7.16,1641,28
Default,germany_tv,9,1608,28,7.63,1641,33
Default,germany_tv,10,1608,28,8.44,1641,33
Explorues,germany_tv,1,1620,27,12.25,1641,21
Explorues,germany_tv,2,1618,28,12.8,1641,23
Explorues,germany_tv,3,1608,28,11.06,1641,33
Explorues,germany_tv,4,1608,28,11.01,1641,33
Explorues,germany_tv,5,1618,28,11.46,1641,23
Explorues,germany_tv,6,1608,28,10.89,1641,33
Explorues,germany_tv,7,1608,28,11.55,1641,33
Explorues,germany_tv,8,1608,28,10.73,1641,33
Explorues,germany_tv,9,1608,28,13.05,1641,33
Explorues,germany_tv,10,1638,28,14.53,1641,3
Intensiv,germany_tv,1,1608,28,4.53,1641,33
Intensiv,germany_tv,2,1608,28,4.36,1641,33
Intensiv,germany_tv,3,1608,28,3.75,1641,33
Intensiv,germany_tv,4,1608,28,4.32,1641,33
Intensiv,germany_tv,5,1620,27,4.42,1641,21
Intensiv,germany_tv,6,1608,28,4.17,1641,33
Intensiv,germany_tv,7,1608,28,4.32,1641,33
Intensiv,germany_tv,8,1608,28,3.95,1641,33
Intensiv,germany_tv,9,1608,28,4.16,1641,33
Intensiv,germany_tv,10,1608,28,4.73,1641,33
Balancuar,germany_tv,1,1608,28,8.09,1641,33
Balancuar,germany_tv,2,1608,28,6.67,1641,33
Balancuar,germany_tv,3,1613,28,7.47,1641,28
Balancuar,germany_tv,4,1608,28,7.16,1641,33
Balancuar,germany_tv,5,1608,28,7.25,1641,33
Balancuar,germany_tv,6,1620,27,8.3,1641,21
Balancuar,germany_tv,7,1608,28,7.34,1641,33
Balancuar,germany_tv,8,1608,28,7.62,1641,33
Balancuar,germany_tv,9,1608,28,8.11,1641,33
Balancuar,germany_tv,10,1618,28,7.56,1641,23
Default,kosovo_tv,1,2591,32,17.21,2591,0
Default,kosovo_tv,2,2591,32,16.88,2591,0
Default,kosovo_tv,3,2587,32,19.48,2591,4
Default,kosovo_tv,4,2591,32,17.29,2591,0
Default,kosovo_tv,5,2587,32,18.22,2591,4
Default,kosovo_tv,6,2591,32,25.23,2591,0
Default,kosovo_tv,7,2587,32,17.79,2591,4
Default,kosovo_tv,8,2591,32,18,2591,0
Default,kosovo_tv,9,2591,32,18.79,2591,0
Default,kosovo_tv,10,2587,32,17.45,2591,4
Explorues,kosovo_tv,1,2591,32,26.74,2591,0
Explorues,kosovo_tv,2,2591,32,27.23,2591,0
Explorues,kosovo_tv,3,2591,32,27.39,2591,0
Explorues,kosovo_tv,4,2591,32,26.91,2591,0
Explorues,kosovo_tv,5,2591,32,27.1,2591,0
Explorues,kosovo_tv,6,2591,32,29.16,2591,0
Explorues,kosovo_tv,7,2591,32,28.64,2591,0
Explorues,kosovo_tv,8,2591,32,30.25,2591,0
Explorues,kosovo_tv,9,2591,32,28.76,2591,0
Explorues,kosovo_tv,10,2591,32,29.76,2591,0
Intensiv,kosovo_tv,1,2587,32,11.14,2591,4
Intensiv,kosovo_tv,2,2587,32,11.56,2591,4
Intensiv,kosovo_tv,3,2587,32,11.92,2591,4
Intensiv,kosovo_tv,4,2587,32,10.92,2591,4
Intensiv,kosovo_tv,5,2587,32,10.86,2591,4
Intensiv,kosovo_tv,6,2587,32,11.65,2591,4
Intensiv,kosovo_tv,7,2587,32,11.17,2591,4
Intensiv,kosovo_tv,8,2591,32,11.73,2591,0
Intensiv,kosovo_tv,9,2587,32,11.19,2591,4
Intensiv,kosovo_tv,10,2587,32,11.05,2591,4
Balancuar,kosovo_tv,1,2591,32,17.5,2591,0
Balancuar,kosovo_tv,2,2587,32,17.57,2591,4
Balancuar,kosovo_tv,3,2591,32,23.22,2591,0
Balancuar,kosovo_tv,4,2591,32,19.11,2591,0
Balancuar,kosovo_tv,5,2587,32,18.31,2591,4
Balancuar,kosovo_tv,6,2591,32,23.46,2591,0
Balancuar,kosovo_tv,7,2587,32,17.07,2591,4
Balancuar,kosovo_tv,8,2591,32,18.49,2591,0
Balancuar,kosovo_tv,9,2591,32,24.93,2591,0
Balancuar,kosovo_tv,10,2587,32,17.47,2591,4
Default,netherlands_tv,1,2636,35,,2636,0
Default,netherlands_tv,2,2636,35,,2636,0
Default,netherlands_tv,3,2636,35,,2636,0
Default,netherlands_tv,4,2636,35,,2636,0
Default,netherlands_tv,5,2636,35,,2636,0
Default,netherlands_tv,6,2636,35,,2636,0
Default,netherlands_tv,7,2636,35,,2636,0
Default,netherlands_tv,8,2636,35,,2636,0
Default,netherlands_tv,9,2636,35,,2636,0
Default,netherlands_tv,10,2636,35,,2636,0
Explorues,netherlands_tv,1,2636,35,,2636,0
Explorues,netherlands_tv,2,2636,35,,2636,0
Explorues,netherlands_tv,3,2636,35,,2636,0
Explorues,netherlands_tv,4,2636,35,,2636,0
Explorues,netherlands_tv,5,2636,35,,2636,0
Explorues,netherlands_tv,6,2636,35,,2636,0
Explorues,netherlands_tv,7,2636,35,,2636,0
Explorues,netherlands_tv,8,2636,35,,2636,0
Explorues,netherlands_tv,9,2636,35,,2636,0
Explorues,netherlands_tv,10,2636,35,,2636,0
Intensiv,netherlands_tv,1,2636,35,,2636,0
Intensiv,netherlands_tv,2,2636,35,,2636,0
Intensiv,netherlands_tv,3,2636,35,,2636,0
Intensiv,netherlands_tv,4,2636,35,,2636,0
Intensiv,netherlands_tv,5,2636,35,,2636,0
Intensiv,netherlands_tv,6,2636,35,,2636,0
Intensiv,netherlands_tv,7,2636,35,,2636,0
Intensiv,netherlands_tv,8,2636,35,,2636,0
Intensiv,netherlands_tv,9,2636,35,,2636,0
Intensiv,netherlands_tv,10,2636,35,,2636,0
Balancuar,netherlands_tv,1,2636,35,,2636,0
Balancuar,netherlands_tv,2,2636,35,,2636,0
Balancuar,netherlands_tv,3,2636,35,,2636,0
Balancuar,netherlands_tv,4,2636,35,,2636,0
Balancuar,netherlands_tv,5,2636,35,,2636,0
Balancuar,netherlands_tv,6,2636,35,,2636,0
Balancuar,netherlands_tv,7,2636,35,,2636,0
Balancuar,netherlands_tv,8,2636,35,,2636,0
Balancuar,netherlands_tv,9,2636,35,,2636,0
Balancuar,netherlands_tv,10,2636,35,,2636,0
Default,singapore_pw,1,4332,45,135.82,4338,6
Default,singapore_pw,2,4332,45,134.25,4339,7
Default,singapore_pw,3,4341,45,157.22,4347,6
Default,singapore_pw,4,4341,45,162.56,4347,6
Default,singapore_pw,5,4342,45,160.11,4348,6
Default,singapore_pw,6,4327,45,112.3,4336,9
Default,singapore_pw,7,4332,45,175.46,4338,6
Default,singapore_pw,8,4337,45,121.33,4342,5
Default,singapore_pw,9,4336,45,118.56,4341,5
Default,singapore_pw,10,4342,45,122.12,4348,6
Explorues,singapore_pw,1,4342,45,274.73,4348,6
Explorues,singapore_pw,2,4336,45,203.35,4341,5
Explorues,singapore_pw,3,4341,45,294.38,4347,6
Explorues,singapore_pw,4,4342,45,299.47,4342,0
Explorues,singapore_pw,5,4342,45,294.33,4348,6
Explorues,singapore_pw,6,4332,45,283.63,4338,6
Explorues,singapore_pw,7,4342,45,275.98,4348,6
Explorues,singapore_pw,8,4341,45,299.43,4347,6
Explorues,singapore_pw,9,4336,45,249.95,4341,5
Explorues,singapore_pw,10,4342,45,267.11,4342,0
Intensiv,singapore_pw,1,4332,45,77.61,4338,6
Intensiv,singapore_pw,2,4333,45,86.46,4348,15
Intensiv,singapore_pw,3,4340,45,79.02,4341,1
Intensiv,singapore_pw,4,4342,45,107.82,4348,6
Intensiv,singapore_pw,5,4341,45,81.62,4347,6
Intensiv,singapore_pw,6,4341,45,94.96,4347,6
Intensiv,singapore_pw,7,4342,45,88.2,4348,6
Intensiv,singapore_pw,8,4341,45,66.46,4347,6
Intensiv,singapore_pw,9,4341,45,74.18,4347,6
Intensiv,singapore_pw,10,4341,45,73.2,4347,6
Balancuar,singapore_pw,1,4347,45,215.75,4347,0
Balancuar,singapore_pw,2,4332,45,128.17,4338,6
Balancuar,singapore_pw,3,4341,45,163.31,4347,6
Balancuar,singapore_pw,4,4346,45,123.17,4348,2
Balancuar,singapore_pw,5,4332,45,166.51,4338,6
Balancuar,singapore_pw,6,4341,45,153.1,4347,6
Balancuar,singapore_pw,7,4333,45,130.98,4339,6
Balancuar,singapore_pw,8,4342,45,157.05,4348,6
Balancuar,singapore_pw,9,4341,45,123.08,4348,7
Balancuar,singapore_pw,10,4342,45,116.14,4342,0
Default,spain_iptv,1,4534,47,299.58,4570,36
Default,spain_iptv,2,4564,47,299.43,4573,9
Default,spain_iptv,3,4548,47,299.48,4573,25
Default,spain_iptv,4,4531,47,299.47,4572,41
Default,spain_iptv,5,4537,47,299.45,4570,33
Default,spain_iptv,6,4548,47,299.44,4563,15
Default,spain_iptv,7,4550,47,277.7,4573,23
Default,spain_iptv,8,4544,47,299.46,4571,27
Default,spain_iptv,9,4567,47,299.45,4573,6
Default,spain_iptv,10,4532,47,299.44,4573,41
Explorues,spain_iptv,1,4554,47,299.48,4570,16
Explorues,spain_iptv,2,4564,47,299.5,4572,8
Explorues,spain_iptv,3,4542,47,299.49,4572,30
Explorues,spain_iptv,4,4550,47,299.46,4572,22
Explorues,spain_iptv,5,4545,47,299.52,4572,27
Explorues,spain_iptv,6,4534,47,299.42,4571,37
Explorues,spain_iptv,7,4533,47,299.48,4573,40
Explorues,spain_iptv,8,4560,47,299.48,4570,10
Explorues,spain_iptv,9,4543,47,299.48,4572,29
Explorues,spain_iptv,10,4525,47,299.44,4572,47
Intensiv,spain_iptv,1,4537,47,131.07,4568,31
Intensiv,spain_iptv,2,4536,47,197.26,4571,35
Intensiv,spain_iptv,3,4563,47,141.66,4573,10
Intensiv,spain_iptv,4,4546,47,240.22,4572,26
Intensiv,spain_iptv,5,4546,47,213.52,4573,27
Intensiv,spain_iptv,6,4567,47,178.18,4573,6
Intensiv,spain_iptv,7,4566,47,179.01,4572,6
Intensiv,spain_iptv,8,4543,47,194.16,4571,28
Intensiv,spain_iptv,9,4535,47,142.75,4571,36
Intensiv,spain_iptv,10,4534,47,206.07,4573,39
Balancuar,spain_iptv,1,4550,47,299.56,4570,20
Balancuar,spain_iptv,2,4556,47,299.45,4573,17
Balancuar,spain_iptv,3,4533,47,299.49,4573,40
Balancuar,spain_iptv,4,4553,47,299.51,4573,20
Balancuar,spain_iptv,5,4537,47,299.44,4570,33
Balancuar,spain_iptv,6,4534,47,299.15,4573,39
Balancuar,spain_iptv,7,4548,47,299.5,4573,25
Balancuar,spain_iptv,8,4541,47,299.43,4571,30
Balancuar,spain_iptv,9,4534,47,299.45,4573,39
Balancuar,spain_iptv,10,4527,47,299.46,4572,45
Default,toy,1,510,5,0.67,510,0
Default,toy,2,510,5,0.64,510,0
Default,toy,3,510,5,0.68,510,0
Default,toy,4,510,5,0.68,510,0
Default,toy,5,510,5,0.68,510,0
Default,toy,6,510,5,0.62,510,0
Default,toy,7,510,5,0.67,510,0
Default,toy,8,510,5,0.79,510,0
Default,toy,9,510,5,0.66,510,0
Default,toy,10,510,5,0.83,510,0
Explorues,toy,1,510,5,1.01,510,0
Explorues,toy,2,510,5,1.16,510,0
Explorues,toy,3,510,5,1.11,510,0
Explorues,toy,4,510,5,1.17,510,0
Explorues,toy,5,510,5,0.99,510,0
Explorues,toy,6,510,5,1.04,510,0
Explorues,toy,7,510,5,1.02,510,0
Explorues,toy,8,510,5,1.03,510,0
Explorues,toy,9,510,5,1.02,510,0
Explorues,toy,10,510,5,1.05,510,0
Intensiv,toy,1,510,5,0.5,510,0
Intensiv,toy,2,510,5,0.52,510,0
Intensiv,toy,3,510,5,0.42,510,0
Intensiv,toy,4,510,5,0.48,510,0
Intensiv,toy,5,510,5,0.4,510,0
Intensiv,toy,6,510,5,0.41,510,0
Intensiv,toy,7,510,5,0.53,510,0
Intensiv,toy,8,510,5,0.42,510,0
Intensiv,toy,9,510,5,0.43,510,0
Intensiv,toy,10,510,5,0.48,510,0
Balancuar,toy,1,510,5,0.73,510,0
Balancuar,toy,2,510,5,0.67,510,0
Balancuar,toy,3,510,5,0.73,510,0
Balancuar,toy,4,510,5,0.74,510,0
Balancuar,toy,5,510,5,0.68,510,0
Balancuar,toy,6,510,5,0.71,510,0
Balancuar,toy,7,510,5,0.71,510,0
Balancuar,toy,8,510,5,0.76,510,0
Balancuar,toy,9,510,5,0.67,510,0
Balancuar,toy,10,510,5,0.74,510,0
Default,uk_iptv,1,5188,46,299.53,5188,0
Default,uk_iptv,2,5164,46,299.78,5214,50
Default,uk_iptv,3,5176,46,299.46,5218,42
Default,uk_iptv,4,5174,46,299.78,5216,42
Default,uk_iptv,5,5176,46,299.57,5218,42
Default,uk_iptv,6,5202,46,299.45,5208,6
Default,uk_iptv,7,5189,46,299.46,5189,0
Default,uk_iptv,8,5176,46,299.6,5218,42
Default,uk_iptv,9,5215,46,299.58,5218,3
Default,uk_iptv,10,5270,47,299.58,5284,14
Explorues,uk_iptv,1,5161,46,299.44,5203,42
Explorues,uk_iptv,2,5313,47,299.78,5313,0
Explorues,uk_iptv,3,5179,46,299.5,5186,7
Explorues,uk_iptv,4,5166,46,299.48,5170,4
Explorues,uk_iptv,5,5196,46,299.48,5225,29
Explorues,uk_iptv,6,5234,46,299.69,5234,0
Explorues,uk_iptv,7,5153,46,299.47,5171,18
Explorues,uk_iptv,8,5183,46,299.49,5218,35
Explorues,uk_iptv,9,5170,46,299.43,5213,43
Explorues,uk_iptv,10,5244,47,299.67,5274,30
Intensiv,uk_iptv,1,5151,46,277.42,5208,57
Intensiv,uk_iptv,2,5183,46,299.46,5218,35
Intensiv,uk_iptv,3,5323,47,289.71,5323,0
Intensiv,uk_iptv,4,5176,46,232.82,5218,42
Intensiv,uk_iptv,5,5176,46,299.75,5211,35
Intensiv,uk_iptv,6,5239,47,282.58,5244,5
Intensiv,uk_iptv,7,5181,46,279.7,5216,35
Intensiv,uk_iptv,8,5174,46,299.44,5216,42
Intensiv,uk_iptv,9,5214,46,299.77,5222,8
Intensiv,uk_iptv,10,5181,46,289.5,5216,35
Balancuar,uk_iptv,1,5174,46,299.46,5216,42
Balancuar,uk_iptv,2,5183,46,299.48,5218,35
Balancuar,uk_iptv,3,5232,46,299.57,5255,23
Balancuar,uk_iptv,4,5188,46,299.47,5192,4
Balancuar,uk_iptv,5,5176,46,299.51,5218,42
Balancuar,uk_iptv,6,5191,46,299.58,5194,3
Balancuar,uk_iptv,7,5174,46,299.49,5216,42
Balancuar,uk_iptv,8,5151,46,299.49,5208,57
Balancuar,uk_iptv,9,5217,46,299.44,5218,1
Balancuar,uk_iptv,10,5184,46,299.53,5187,3
Default,uk_tv,1,2264,26,94.14,2266,2
Default,uk_tv,2,2259,26,53.05,2266,7
Default,uk_tv,3,2258,26,44.18,2266,8
Default,uk_tv,4,2264,26,73.67,2266,2
Default,uk_tv,5,2252,26,56.31,2266,14
Default,uk_tv,6,2254,26,57.39,2266,12
Default,uk_tv,7,2259,26,54.71,2266,7
Default,uk_tv,8,2255,26,77.52,2266,11
Default,uk_tv,9,2266,26,57.37,2266,0
Default,uk_tv,10,2263,26,47.58,2266,3
Explorues,uk_tv,1,2264,26,112.41,2266,2
Explorues,uk_tv,2,2264,26,93.64,2266,2
Explorues,uk_tv,3,2266,26,157.9,2266,0
Explorues,uk_tv,4,2266,26,140.56,2266,0
Explorues,uk_tv,5,2260,26,87.81,2266,6
Explorues,uk_tv,6,2264,26,99,2266,2
Explorues,uk_tv,7,2259,26,83.15,2266,7
Explorues,uk_tv,8,2260,26,85.01,2266,6
Explorues,uk_tv,9,2260,26,160.8,2266,6
Explorues,uk_tv,10,2252,26,84.56,2266,14
Intensiv,uk_tv,1,2255,26,40.96,2266,11
Intensiv,uk_tv,2,2259,26,33.46,2266,7
Intensiv,uk_tv,3,2249,26,22.45,2266,17
Intensiv,uk_tv,4,2264,26,29.48,2266,2
Intensiv,uk_tv,5,2262,26,23.82,2266,4
Intensiv,uk_tv,6,2259,26,23.72,2266,7
Intensiv,uk_tv,7,2260,26,31.94,2266,6
Intensiv,uk_tv,8,2266,26,21.91,2266,0
Intensiv,uk_tv,9,2259,26,28.51,2266,7
Intensiv,uk_tv,10,2252,26,22.77,2266,14
Balancuar,uk_tv,1,2257,26,44.72,2266,9
Balancuar,uk_tv,2,2266,26,80.89,2266,0
Balancuar,uk_tv,3,2260,26,58.61,2266,6
Balancuar,uk_tv,4,2261,26,55.24,2266,5
Balancuar,uk_tv,5,2257,26,73.76,2266,9
Balancuar,uk_tv,6,2252,26,53.59,2266,14
